date[yyyymmddHHMM];wdir;wspd[m/s];clht[km];hzvs[km];tmpd[C];dptp[C];slvp[hPa];press[hPa];prcpPeriod[hours];prcp[mm];sky[octas];skyOpaque[octas]
201802241200;90;2.6;22;10;21.9;16;1020.9;9999.9;;;02;99
201802241500;50;1.5;22;10;25;17;1021.3;9999.9;;;03;99
201802241800;50;3.1;6;10;27;15.7;1018.8;9999.9;;;05;99
201802242100;50;3.1;22;10;25;13.5;1018.1;9999.9;;;02;99
201802250000;90;4.1;6;10;22.2;15.2;1019.5;9999.9;;;05;99
201802250300;50;1;6;10;21.3;16.4;1019.8;9999.9;;;05;99
201802250600;50;1;22;10;21.3;16.9;1019;9999.9;;;04;99
201802250900;90;1.5;99.999;10;20.2;15.5;1019.1;9999.9;;;00;99
201802251200;360;2.6;22;10;23.1;17.4;1020.3;9999.9;;;04;99
201802251500;50;4.1;6;10;25;16.9;1020.5;9999.9;;;05;99
201802251800;90;3.6;6;10;26.3;16.9;1018.7;9999.9;;;05;99
201802252100;90;2.1;6;10;24.9;13.2;1017.7;9999.9;;;06;99
201802260000;90;2.1;22;10;22.6;17.3;1018.3;9999.9;;;04;99
201802260300;90;0.5;22;10;22;17.2;1018.7;9999.9;;;01;99
201802260600;90;2.1;22;10;21.7;16.7;1017.7;9999.9;;;03;99
201802260900;360;2.1;22;10;20.6;16.7;1017.4;9999.9;;;02;99
201802261200;90;2.1;22;10;22.2;17.4;1018.6;9999.9;;;03;99
201802261500;50;1.5;99.999;10;25.6;15.5;1017.5;9999.9;;;03;99
201802261800;50;4.6;22;10;26.8;15.3;1016.2;9999.9;;;01;99
201802262100;90;2.1;22;10;25.6;11.8;1013.5;9999.9;;;01;99
201802270000;50;5.7;6;10;23;16.9;1014.1;9999.9;;;06;99
201802270300;50;3.6;99.999;10;22.5;18.4;1014.4;9999.9;;;06;99
201802270600;50;1.5;99.999;10;21.9;16.7;1013.7;9999.9;;;05;99
201802270900;320;1.5;6;10;21.2;16.5;1013.2;9999.9;;;06;99
201802271200;360;2.6;22;10;23.8;18;1013.7;9999.9;;;02;99
201802271500;360;3.1;22;10;26.7;19;1013.5;9999.9;;;02;99
201802271800;360;1;22;10;30;15.2;1011.2;9999.9;;;02;99
201802272100;50;3.1;22;10;27.2;19.1;1010;9999.9;;;02;99
201802280000;50;1.5;99.999;10;23.9;19.8;1012;9999.9;;;00;99
201802280300;50;4.1;22;10;24.1;18.3;1013.3;9999.9;;;02;99
201802280600;50;3.1;99.999;10;22.9;18.8;1012.8;9999.9;;;00;99
201802280900;50;0.5;99.999;10;21.9;18.3;1012.5;9999.9;;;00;99
201802281200;50;3.6;3;10;23.5;18.8;1014.4;9999.9;;;07;99
201802281500;20;3.6;22;10;25.6;18.5;1014.8;9999.9;;;04;99
201802281800;50;4.1;22;10;26.6;17.8;1013.2;9999.9;;;01;99
201802282100;70;4.1;6;10;25;17;1012.2;9999.9;;;05;99
201803010000;90;2.1;2.7;9;22.9;17.8;1013.5;9999.9;06;0;08;99
201803010300;50;2.6;99.999;10;22.8;19.1;1013.8;9999.9;;;00;99
201803010600;360;1.5;22;10;22.4;18.3;1013.3;9999.9;06;0.2;01;99
201803010900;320;1.5;22;10;22.3;19.4;1013.3;9999.9;;;03;99
201803011200;320;0.5;3;10;23.8;20.1;1014.5;9999.9;24;0.2;06;99
201803011500;50;1;99.999;10;29.3;18.8;1014.6;9999.9;;;00;99
201803011800;360;2.6;22;10;30.1;18.6;1013.4;9999.9;;;03;99
201803012100;360;2.6;22;10;29.3;16.1;1012.8;9999.9;;;04;99
201803020000;50;1.5;22;10;26;19.8;1014.3;9999.9;;;04;99
201803020300;50;1;99.999;10;25;20.1;1015.5;9999.9;;;00;99
201803020600;360;1;22;10;24.3;19.7;1015.1;9999.9;;;02;99
201803020900;999;0;99.999;10;21.2;19.7;1014.9;9999.9;;;00;99
201803021200;360;1.5;22;10;27.4;20.2;1016.4;9999.9;;;01;99
201803021500;50;3.1;99.999;10;31.3;17.2;1016;9999.9;;;00;99
201803021800;50;2.1;22;10;31.9;15.5;1014;9999.9;;;02;99
201803022100;50;3.6;22;10;29.8;15.6;1012.8;9999.9;;;01;99
201803030000;50;1.5;99.999;10;25.6;18.1;1013.6;9999.9;;;00;99
201803030300;50;1.5;99.999;10;25;20.6;1013.7;9999.9;;;00;99
201803030600;360;2.1;99.999;10;25.1;20.1;1013.3;9999.9;;;00;99
201803030900;320;2.6;22;10;23.6;20.4;1012.7;9999.9;;;01;99
201803031200;270;1.5;22;10;26.7;18.1;1013.6;9999.9;;;01;99
201803031500;340;3.6;22;10;30.3;19.1;1013.2;9999.9;;;03;99
201803031800;360;2.1;22;10;31.4;19.3;1010.9;9999.9;;;01;99
201803032100;360;2.1;99.999;10;30.5;19.1;1009.5;9999.9;;;06;99
201803040000;50;2.6;22;10;26.5;20.6;1010.5;9999.9;;;02;99
201803040300;360;2.6;3;10;25.5;20.2;1011.4;9999.9;;;06;99
201803040600;320;1.5;3;10;25;19.3;1010.5;9999.9;;;06;99
201803040900;999;0;22;10;23.5;18.5;1009.9;9999.9;;;02;99
201803041200;360;2.1;22;10;25.7;19.4;1010.8;9999.9;;;01;99
201803041500;320;1.5;99.999;10;30;20.1;1010.6;9999.9;;;00;99
201803041800;360;2.1;99.999;10;30.4;18.1;1008.4;9999.9;;;00;99
201803042100;360;2.6;99.999;10;29;18.9;1006.8;9999.9;;;00;99
201803050000;50;0.5;22;10;26.8;21.1;1007.5;9999.9;;;03;99
201803050300;360;1;22;10;26.4;21.2;1008.4;9999.9;;;04;99
201803050600;360;1;22;10;25.3;20.6;1007.4;9999.9;;;02;99
201803050900;230;1.5;22;10;23.8;19.5;1007.6;9999.9;;;04;99
201803051200;180;2.1;6;10;26.5;18.1;1009.7;9999.9;;;07;99
201803051500;180;4.6;1.47;10;27.2;19.8;1011.4;9999.9;;;07;99
201803051800;140;4.6;6;10;26.7;15.7;1012.5;9999.9;;;06;99
201803052100;140;3.6;22;10;26.1;13.5;1012.6;9999.9;;;03;99
201803060000;90;3.6;22;10;23.7;12.9;1014.3;9999.9;;;02;99
201803060300;140;4.6;99.999;10;19.2;9.5;1017.1;9999.9;;;00;99
201803060600;140;4.1;99.999;10;16;9.1;1016.8;9999.9;;;00;99
201803060900;140;4.1;99.999;10;14.4;9.8;1017.4;9999.9;;;00;99
201803061200;180;2.6;22;10;16.8;10.7;1019.1;9999.9;;;01;99
201803061500;180;2.1;99.999;10;24;8.5;1019;9999.9;;;00;99
201803061800;90;4.1;99.999;10;26.2;6.3;1017.2;9999.9;;;00;99
201803062100;90;5.1;99.999;10;24.5;4.5;1016.2;9999.9;;;00;99
201803070000;50;3.1;99.999;10;21.1;13.2;1017.7;9999.9;;;00;99
201803070300;90;1;99.999;10;19;11;1018;9999.9;;;00;99
201803070600;270;2.1;99.999;10;15.9;12.9;1017.4;9999.9;;;00;99
201803070900;270;1.5;99.999;10;16;12;1017.8;9999.9;;;00;99
201803071200;270;0.5;99.999;10;20.5;12.4;1018.6;9999.9;;;00;99
201803071500;360;2.1;99.999;10;24.8;12;1017.8;9999.9;;;00;99
201803071800;360;3.1;99.999;10;26.1;13.3;1015.8;9999.9;;;00;99
201803072100;320;1.5;99.999;10;25;11.8;1014.6;9999.9;;;00;99
201803080000;360;2.1;99.999;10;23.7;10.2;1015.2;9999.9;;;00;99
201803080300;50;1;99.999;10;22.7;11.2;1014.7;9999.9;;;00;99
201803080600;360;0.5;99.999;10;21;14.2;1014;9999.9;;;00;99
201803080900;320;1;99.999;10;18.5;13.6;1014.1;9999.9;;;00;99
201803081200;360;1;99.999;10;21.9;14.3;1015.3;9999.9;;;00;99
201803081500;320;4.1;22;10;27.2;12;1014.5;9999.9;;;01;99
201803081800;360;2.1;22;10;28.6;9.5;1012.6;9999.9;;;01;99
201803082100;50;1.5;22;10;27;11.9;1011.6;9999.9;;;01;99
201803090000;50;1.5;22;10;24.3;13.3;1012.5;9999.9;;;03;99
201803090300;50;1.5;22;10;23.2;16.9;1011.8;9999.9;;;02;99
201803090600;50;0.5;22;10;20.3;17.7;1011.6;9999.9;;;02;99
201803090900;320;1.5;22;10;21.7;13.5;1011.8;9999.9;;;01;99
201803091200;320;4.1;22;10;23.4;14.8;1012.6;9999.9;;;01;99
201803091500;320;2.1;22;10;29.4;16.4;1011.2;9999.9;;;01;99
201803091800;320;3.6;99.999;10;31;12.7;1009.5;9999.9;;;00;99
201803092100;320;2.1;99.999;10;30.4;11.5;1007.7;9999.9;;;00;99
201803100000;50;1.5;99.999;10;26.2;17.6;1008.8;9999.9;;;00;99
201803100300;50;1;99.999;10;24.4;18.5;1008.4;9999.9;;;00;99
201803100600;360;2.1;99.999;10;23.9;17.7;1008.1;9999.9;;;00;99
201803100900;320;2.1;99.999;10;23.3;15.2;1007.9;9999.9;;;00;99
201803101200;320;2.6;99.999;10;24.5;15.9;1008.3;9999.9;;;00;99
201803101500;320;4.6;99.999;10;30.7;16.4;1007.1;9999.9;;;00;99
201803101800;320;2.1;22;10;32.6;17.7;1004.9;9999.9;;;01;99
201803102100;320;1.5;22;10;32;17.9;1003.8;9999.9;;;01;99
201803110000;140;2.1;99.999;10;24.3;17.3;1007.4;9999.9;;;05;99
201803110300;180;1;3;10;22.2;16.8;1008.1;9999.9;;;06;99
201803110600;180;3.6;0.54;10;20.2;17.3;1009.1;9999.9;;;06;99
201803110900;140;1;99.999;10;16.7;13.2;1010.6;9999.9;;;05;99
201803111200;230;2.6;0.48;10;18;13.5;1013.1;9999.9;;;05;99
201803111500;140;2.6;22;10;23.2;12.5;1013.4;9999.9;;;04;99
201803111800;180;2.6;22;10;25.6;11.5;1012.8;9999.9;;;03;99
201803112100;140;3.6;22;10;22.7;10.7;1012.6;9999.9;;;02;99
201803120000;180;1.5;99.999;10;19.8;9.8;1014;9999.9;;;00;99
201803120300;180;1;99.999;10;16.9;10.2;1014.6;9999.9;;;00;99
201803120600;999;0;99.999;10;15.7;9.8;1014.1;9999.9;;;00;99
201803120900;90;1;99.999;10;13.2;10.5;1014;9999.9;;;00;99
201803121200;90;1.5;99.999;10;20.4;11;1014.2;9999.9;;;00;99
201803121500;320;3.6;99.999;10;23.2;12.9;1013.5;9999.9;;;00;99
201803121800;360;3.1;22;10;24.5;10.4;1010.8;9999.9;;;02;99
201803122100;360;2.6;99.999;10;23.5;6.4;1008.4;9999.9;;;00;99
201803130000;360;1.5;22;10;21.9;10.3;1008.9;9999.9;;;02;99
201803130300;360;2.6;22;10;21;10.3;1009.2;9999.9;;;02;99
201803130600;320;1;22;10;20.5;13.4;1009.3;9999.9;;;04;99
201803130900;320;1.5;99.999;10;19.3;13;1009.2;9999.9;;;00;99
201803131200;320;1;99.999;10;22.1;13.6;1010.4;9999.9;;;00;99
201803131500;230;2.1;99.999;10;27.8;11.7;1010.3;9999.9;;;00;99
201803131800;230;3.1;22;10;30.7;12.7;1009.2;9999.9;;;01;99
201803132100;180;1.5;99.999;10;26.9;9.1;1008.4;9999.9;;;00;99
201803140000;180;1.5;99.999;10;22.9;8.6;1009.6;9999.9;;;00;99
201803140300;50;1.5;99.999;10;21.1;16.2;1010;9999.9;;;00;99
201803140600;360;1;99.999;10;20.4;15.4;1009.7;9999.9;;;00;99
201803140900;320;1;99.999;10;19.2;15.5;1009.6;9999.9;;;00;99
201803141200;360;2.6;22;10;22.4;15.1;1009.8;9999.9;;;01;99
201803141500;360;5.1;22;10;26.5;16.4;1008.2;9999.9;;;01;99
201803141800;360;4.6;3;10;30;17.4;1004.6;9999.9;;;05;99
201803142100;230;2.1;0.6;9;21.4;19.9;1003.3;9999.9;;;08;99
201803150000;230;3.6;0.6;10;21.3;20.8;1004.1;9999.9;06;16;08;99
201803150300;360;1.5;0.6;10;20.2;19.6;1002.6;9999.9;;;05;99
201803150600;140;8.2;0.6;10;17.5;14.8;1006.5;9999.9;06;3;07;99
201803150900;180;7.7;99.999;10;14;6.9;1008.7;9999.9;;;00;99
201803151200;180;5.1;99.999;10;15.3;7.1;1011.8;9999.9;24;19;00;99
201803151500;140;6.7;99.999;10;21;8.4;1013;9999.9;;;00;99
201803151800;140;3.1;99.999;10;24.2;7.2;1013.4;9999.9;;;00;99
201803152100;140;3.1;99.999;10;22;6.5;1013.1;9999.9;;;00;99
201803160000;140;0.5;99.999;10;16.9;8.4;1013.9;9999.9;;;00;99
201803160300;90;0.5;99.999;10;14.8;9.6;1014.5;9999.9;;;00;99
201803160600;320;1.5;99.999;10;16.3;10.5;1014.2;9999.9;;;00;99
201803160900;50;2.6;99.999;10;17.7;11.3;1014.3;9999.9;;;00;99
201803161200;320;2.1;99.999;10;18.8;13.6;1015.1;9999.9;;;00;99
201803161500;320;4.1;99.999;10;22.5;10.9;1014.7;9999.9;;;00;99
201803161800;320;2.6;99.999;10;24.2;10.2;1012.3;9999.9;;;00;99
201803162100;360;1;99.999;10;22.6;10.8;1010.4;9999.9;;;00;99
201803170000;999;0;99.999;10;20.7;14.8;1010;9999.9;;;00;99
201803170300;360;1.5;22;10;21.3;14;1009.8;9999.9;;;02;99
201803170600;320;2.6;22;10;21.8;13.8;1008.7;9999.9;;;04;99
201803170900;360;2.6;22;10;20.9;12.9;1008.2;9999.9;;;03;99
201803171200;320;2.6;3;10;20.2;16.6;1009.4;9999.9;06;0.1;08;99
201803171500;360;5.1;3;10;23.4;19.1;1008.4;9999.9;;;08;99
201803171800;360;3.1;3;10;25.2;20.4;1005.4;9999.9;;;07;99
201803172100;360;4.1;22;10;26.4;21.3;1003.6;9999.9;;;03;99
201803180000;360;1;3;10;24.1;19.5;1003.4;9999.9;;;07;99
201803180300;320;2.1;3;10;23.9;19.6;1002.6;9999.9;;;07;99
201803180600;320;3.1;3;10;23.5;21.4;1000;9999.9;;;06;99
201803180900;320;1;0.36;7;22;21.4;997.9;9999.9;;;08;99
201803181200;270;2.1;0.36;7;22.4;22.4;997.6;9999.9;06;29;08;99
201803181500;180;5.1;0.36;10;18.6;16.8;1001.4;9999.9;;;08;99
201803181800;230;5.7;0.84;10;20.8;14.2;1002.8;9999.9;06;3;08;99
201803182100;180;6.7;99.999;10;22.3;12.8;1004.9;9999.9;;;05;99
201803190000;230;3.1;99.999;10;17.6;11.2;1007.8;9999.9;;;00;99
201803190300;180;2.6;99.999;10;15.9;11.3;1010;9999.9;;;00;99
201803190600;180;2.1;99.999;10;14.8;11.1;1011.2;9999.9;;;00;99
201803190900;999;0;99.999;10;12.8;10.5;1011.8;9999.9;;;00;99
201803191200;999;0;99.999;10;17.2;11.4;1012.1;9999.9;24;3;00;99
201803191500;230;3.1;99.999;10;24;10.9;1013.6;9999.9;;;00;99
201803191800;320;3.1;99.999;10;26.4;10.1;1011.3;9999.9;;;00;99
201803192100;270;1.5;99.999;10;23.9;9.1;1010.4;9999.9;;;00;99
201803200000;999;0;99.999;10;18.1;10.6;1011.1;9999.9;;;00;99
201803200300;270;1;99.999;10;18.3;11.8;1011.1;9999.9;;;00;99
201803200600;999;0;99.999;10;16.2;10.6;1011.3;9999.9;;;00;99
201803200900;270;1;99.999;10;15.4;10.7;1011.7;9999.9;;;00;99
201803201200;270;2.6;99.999;10;19.3;11;1013.1;9999.9;;;00;99
201803201500;230;3.1;99.999;10;26.6;12.5;1014.2;9999.9;;;00;99
201803201800;180;4.1;22;10;26.3;15.2;1015;9999.9;;;01;99
201803202100;180;2.1;22;10;22.1;9.4;1016.7;9999.9;;;01;99
201803210000;140;3.1;99.999;10;18.3;7.1;1018.9;9999.9;;;00;99
201803210300;140;2.1;99.999;10;14.9;9.1;1021.2;9999.9;;;00;99
201803210600;140;5.1;0.45;10;13.8;10;1021.5;9999.9;;;05;99
201803210900;140;4.6;22;10;12.6;10.1;1021.4;9999.9;;;02;99
201803211200;90;3.6;99.999;10;15.1;9.8;1022.1;9999.9;;;00;99
201803211500;50;2.6;3;10;19.6;10;1021.6;9999.9;;;05;99
201803211800;50;2.1;99.999;10;20.6;12.3;1019;9999.9;;;00;99
201803212100;70;3.1;22;10;18.8;11.6;1017.3;9999.9;;;01;99
201803220000;50;1.5;99.999;10;17.1;11.3;1016.7;9999.9;;;00;99
201803220300;50;2.1;99.999;10;17.3;10.7;1016;9999.9;;;00;99
201803220600;360;1.5;99.999;10;16.8;11.9;1014.3;9999.9;;;00;99
201803220900;320;5.1;22;10;16.6;12.1;1014.1;9999.9;;;03;99
201803221200;360;5.1;99.999;10;18.4;13.2;1014.8;9999.9;;;00;99
201803221500;320;4.6;3;10;21.6;14.9;1013.2;9999.9;;;05;99
201803221800;360;1;3;10;22.6;14.4;1010.4;9999.9;;;07;99
201803222100;50;0.5;0.75;10;22.5;16.7;1009.6;9999.9;;;06;99
201803230000;50;1;22;10;20.1;14.7;1010.1;9999.9;06;0;04;99
201803230300;50;1;22;10;19.8;16.5;1009.4;9999.9;;;02;99
201803230600;360;0.5;22;10;19.2;14.2;1008.3;9999.9;;;02;99
201803230900;320;1.5;22;10;20.3;15.1;1007.6;9999.9;;;03;99
201803231200;360;3.1;22;10;20.8;14.4;1008.2;9999.9;24;0;02;99
201803231500;320;1.5;22;10;27.2;16.3;1007.1;9999.9;;;02;99
201803231800;320;2.1;99.999;10;29.6;14.7;1004.5;9999.9;;;00;99
201803232100;320;3.1;3;10;28.6;17;1004.2;9999.9;;;05;99
201803240000;999;0;3;10;19;18.8;1006.4;9999.9;06;12;06;99
201803240300;360;0;22;8;20.1;20.1;1007.7;9999.9;;;02;99
201803240600;999;0;99.999;10;18.6;14.1;1008.7;9999.9;06;0.4;00;99
201803240900;999;0;99.999;10;15.1;13.9;1008.7;9999.9;;;00;99
201803241200;140;2.6;22;10;19;14.9;1011.6;9999.9;24;12;04;99
201803241500;50;1;3;10;24.8;12.9;1011.7;9999.9;;;06;99
201803241800;360;2.6;3;10;24.2;12.9;1010.5;9999.9;;;08;99
201803242100;50;1;3;10;22.4;12.1;1011.4;9999.9;;;08;99
201803250000;180;1;22;10;18.9;14.5;1011.2;9999.9;;;03;99
201803250300;140;4.1;0.6;10;15.8;12.6;1014.2;9999.9;;;08;99
201803250600;180;2.6;3;10;11.9;11;1016.5;9999.9;06;7;08;99
201803250900;180;2.6;3;10;11.7;10.2;1016.9;9999.9;;;08;99
201803251200;140;3.1;99.999;10;13.2;7.5;1019.7;9999.9;06;0.3;00;99
201803251500;999;0;99.999;10;17.8;7.7;1020.4;9999.9;;;00;99
201803251800;230;1;22;10;20.8;8.8;1020.2;9999.9;;;03;99
201803252100;270;2.6;22;10;17.6;6.4;1020.3;9999.9;;;02;99
201803260000;180;3.1;99.999;10;13.9;7.5;1021;9999.9;;;00;99
201803260300;180;0.5;99.999;10;11.1;7.6;1022;9999.9;;;00;99
201803260600;999;0;99.999;10;9.6;7.5;1022.3;9999.9;;;00;99
201803260900;230;3.1;99.999;10;8.4;7.1;1022.6;9999.9;;;00;99
201803261200;320;1;22;10;15.5;9.2;1024;9999.9;;;02;99
201803261500;360;4.1;6;10;18.8;7.5;1024;9999.9;;;05;99
201803261800;360;2.6;6;10;20;8.4;1021.9;9999.9;;;05;99
201803262100;50;1;22;10;19.2;9.5;1021.2;9999.9;;;04;99
201803270000;50;2.6;6;10;18;13.1;1021.2;9999.9;;;05;99
201803270300;50;1;99.999;10;17.9;13.7;1021.4;9999.9;;;00;99
201803270600;360;1;22;10;16.6;12.7;1022.2;9999.9;;;03;99
201803270900;360;1;22;10;15.9;12.3;1022.1;9999.9;;;02;99
201803271200;360;1;99.999;10;18.2;14.4;1022.1;9999.9;;;05;99
201803271500;360;1;22;10;22.2;15.2;1021.8;9999.9;;;04;99
201803271800;360;1;22;10;23;14.7;1018.7;9999.9;;;01;99
201803272100;50;1;22;10;21.6;14.9;1017.7;9999.9;;;02;99
201803280000;360;1;22;10;19.5;16.7;1018;9999.9;;;02;99
201803280300;360;1;99.999;10;20.2;17.6;1017.7;9999.9;;;00;99
201803280600;320;2.6;99.999;10;19.6;16.1;1016.8;9999.9;;;00;99
201803280900;320;1;99.999;10;18.6;16.8;1016.8;9999.9;;;00;99
201803281200;360;1;3;10;19.8;17.4;1017.7;9999.9;;;05;99
201803281500;320;1;22;10;24.5;19.2;1017.2;9999.9;;;02;99
201803281800;320;1.5;22;10;26;19.1;1014.8;9999.9;;;02;99
201803282100;360;2.1;99.999;10;25.2;18.3;1013.6;9999.9;;;00;99
201803290000;50;1;99.999;10;22.1;18.8;1014.5;9999.9;;;00;99
201803290300;320;2.6;99.999;10;21.7;18.7;1014.9;9999.9;;;00;99
201803290600;320;0.5;99.999;10;18.4;17.9;1014.4;9999.9;;;00;99
201803290900;320;1;99.999;10;17.5;17;1014.7;9999.9;;;00;99
201803291200;320;1.5;99.999;10;21.7;18.1;1016.1;9999.9;;;00;99
201803291500;320;2.1;22;10;28.5;18.7;1016.1;9999.9;;;01;99
201803291800;360;2.6;22;10;29.2;18.1;1014.8;9999.9;;;02;99
201803292100;360;3.1;99.999;10;27;18;1013.6;9999.9;;;00;99
201803300000;999;0;99.999;10;22;18.5;1014.4;9999.9;;;00;99
201803300300;999;0;99.999;10;22;19;1015.3;9999.9;;;00;99
201803300600;360;2.6;99.999;10;22;19.4;1014.7;9999.9;;;00;99
201803300900;999;0;99.999;10;18.8;17.7;1014.4;9999.9;;;00;99
201803301200;320;1;99.999;10;23.6;19.8;1015;9999.9;;;00;99
201803301500;360;1.5;99.999;10;28.8;19;1014.5;9999.9;;;00;99
201803301800;20;1.5;22;10;30.3;19.8;1012.5;9999.9;;;01;99
201803302100;360;1;99.999;10;28;18.1;1011.4;9999.9;;;00;99
201803310000;360;1;99.999;10;24.4;19.2;1012.6;9999.9;;;00;99
201803310300;50;1;99.999;10;23.1;20;1013.3;9999.9;;;00;99
201803310600;50;1;99.999;10;21.5;19.8;1012.8;9999.9;;;00;99
201803310900;999;0;99.999;10;19.4;18.8;1012.2;9999.9;;;00;99
201803311200;999;0;99.999;10;25;20.8;1013.6;9999.9;;;00;99
201803311500;90;2.1;99.999;10;30;19.1;1012.9;9999.9;;;00;99
201803311800;50;3.1;99.999;10;28.9;19.2;1012.2;9999.9;;;00;99
201803312100;50;4.1;22;10;24;19.2;1011.5;9999.9;;;03;99
201804010000;90;3.1;6;10;22.4;19.1;1013.4;9999.9;;;07;99
201804010300;50;5.1;0.45;10;21.8;19.5;1014;9999.9;;;05;99
201804010600;90;4.6;0.45;10;21.7;19.7;1013.2;9999.9;;;07;99
201804010900;50;3.1;0.75;10;21.6;18.6;1014.3;9999.9;;;07;99
201804011200;50;3.1;3;10;22.2;18.3;1016.3;9999.9;;;08;99
201804011500;90;4.6;3;10;23.5;18.7;1015.9;9999.9;;;05;99
201804011800;20;2.1;99.999;10;24.3;16.8;1014.9;9999.9;;;06;99
201804012100;90;4.6;3;10;23.4;14.4;1014.7;9999.9;;;07;99
201804020000;90;3.1;3;10;20.9;16.5;1016.1;9999.9;;;06;99
201804020300;90;1.5;3;10;20;17.1;1016.7;9999.9;;;07;99
201804020600;140;1;3;10;19.3;17.2;1016.5;9999.9;;;07;99
201804020900;90;1;3;10;18.8;16.8;1015.9;9999.9;;;07;99
201804021200;140;2.1;3;10;19.6;17.2;1016.9;9999.9;;;05;99
201804021500;140;2.1;0.45;10;21.9;17.4;1017.2;9999.9;;;05;99
201804021800;50;1.5;3;10;23.4;16.3;1015.5;9999.9;;;06;99
201804022100;50;3.1;6;10;21.6;17.1;1014.2;9999.9;;;05;99
201804030000;50;2.1;22;10;20.4;16.1;1014.2;9999.9;;;04;99
201804030300;50;0.5;6;10;18.7;16.4;1014.4;9999.9;;;05;99
201804030600;140;0.5;22;10;16.3;15.5;1014;9999.9;;;03;99
201804030900;90;1;99.999;10;14.7;14;1014;9999.9;;;00;99
201804031200;90;1;22;10;19.2;16.6;1014.6;9999.9;;;01;99
201804031500;90;1.5;0.75;10;23.6;16.7;1014.4;9999.9;;;05;99
201804031800;360;2.1;22;10;24.6;16;1012.4;9999.9;;;02;99
201804032100;360;2.1;99.999;10;22.7;17.3;1012.4;9999.9;;;00;99
201804040000;50;2.6;99.999;10;21;17;1013.1;9999.9;;;00;99
201804040300;50;1;99.999;10;20.1;17.7;1013.1;9999.9;;;00;99
201804040600;50;1;22;10;17.8;17.3;1012.3;9999.9;;;01;99
201804040900;999;0;22;10;17.1;16.9;1012.1;9999.9;;;02;99
201804041200;999;0;22;10;20.6;19;1013.3;9999.9;;;02;99
201804041500;320;1.5;99.999;10;25.1;16.6;1012.2;9999.9;;;00;99
201804041800;320;2.6;99.999;10;26;15.2;1010.4;9999.9;;;00;99
201804042100;360;2.1;99.999;10;24.7;13.4;1009.5;9999.9;;;00;99
201804050000;360;0.5;99.999;10;22;17.4;1010.1;9999.9;;;00;99
201804050300;360;1;99.999;10;21.8;18.5;1010.5;9999.9;;;00;99
201804050600;360;1.5;99.999;10;20.8;18.6;1010;9999.9;;;00;99
201804050900;320;0.5;99.999;10;19.5;16.2;1010.5;9999.9;;;00;99
201804051200;270;3.1;22;10;22.4;17.1;1012;9999.9;;;01;99
201804051500;270;3.1;22;10;28.2;19;1012.4;9999.9;;;02;99
201804051800;320;1.5;22;10;30.6;17.6;1010.8;9999.9;;;02;99
201804052100;360;1.5;22;10;27.2;18.6;1010.8;9999.9;;;03;99
201804060000;999;0;22;10;22.5;19.1;1012.6;9999.9;;;03;99
201804060300;140;3.6;6;10;21.9;17.6;1013.7;9999.9;;;05;99
201804060600;140;2.6;6;10;19.3;17.9;1013.9;9999.9;;;06;99
201804060900;140;5.1;3;10;18.5;15.7;1014.6;9999.9;;;07;99
201804061200;90;3.1;0.54;9;18;15.1;1015.6;9999.9;06;0;08;99
201804061500;140;3.1;0.45;9;17.2;16.5;1015.6;9999.9;;;08;99
201804061800;140;3.1;0.42;8;16.9;16.6;1014.2;9999.9;06;29;08;99
201804062100;90;3.6;0.42;10;17.4;16.7;1013.7;9999.9;;;08;99
201804070000;50;3.1;0.45;10;17.7;16.5;1013.7;9999.9;06;24;08;99
201804070300;180;1.5;0.6;10;17.9;16.6;1013.9;9999.9;;;08;99
201804070600;140;1;0.45;10;16.8;16.1;1012.7;9999.9;06;0;08;99
201804070900;180;1;0.45;10;16.6;16.6;1012.7;9999.9;;;08;99
201804071200;999;0;0.3;10;16.8;16.5;1014.2;9999.9;24;52;08;99
201804071500;999;0;0.3;10;18.4;18.1;1015.8;9999.9;;;08;99
201804071800;999;0;0.3;9;19.4;18.3;1015;9999.9;06;4;08;99
201804072100;50;1.5;0.51;10;19.9;18.5;1014.9;9999.9;;;08;99
201804080000;999;0;0.45;10;18.9;18.4;1016.3;9999.9;06;0;08;99
201804080300;90;0.5;99.999;8;17.2;16.9;1017.1;9999.9;;;00;99
201804080600;320;1;3;8;17.4;17.1;1017;9999.9;;;06;99
201804080900;360;1.5;0.45;10;19.9;17.3;1016.9;9999.9;;;07;99
201804081200;360;1.5;3;10;19.9;18.3;1018.5;9999.9;24;4;08;99
201804081500;360;3.6;3;10;22.4;19;1017.3;9999.9;;;07;99
201804081800;360;1.5;1.5;8;20.7;20.1;1016.4;9999.9;06;3;08;99
201804082100;180;1;1.5;8;20.8;20.3;1016.8;9999.9;;;08;99
201804090000;140;1;3;8;19.3;18.8;1018.8;9999.9;06;2;08;99
201804090300;320;1.5;6;10;20;19.2;1018.2;9999.9;;;06;99
201804090600;50;1;3;10;19.5;19.3;1016;9999.9;06;0.8;06;99
201804090900;50;0.5;99.999;10;18.2;18.2;1016.1;9999.9;;;00;99
201804091200;360;3.1;22;10;21.8;19;1017.2;9999.9;24;6;01;99
201804091500;50;1;22;10;24.2;19.6;1016.1;9999.9;;;02;99
201804091800;360;2.1;99.999;10;28;21;1012.9;9999.9;;;00;99
